timestamp,method,accuracy,tokens_used,efficiency,mode,exact_match,f1,max_chunks,k,alpha,variant,window_size,stride,top_n,num_keywords,neighbor_chunks
2026-04-09T16:23:07.439488,full_context,0.8292682926829268,197,0.0041990860812646654,full,0.0,0.2844808841937603,,,,,,,,,
2026-04-09T16:24:11.321842,truncated_head,0.8292682926829268,179,0.004623334239869458,head,0.0,0.27776187490495746,3.0,,,,,,,,
2026-04-09T16:25:15.718139,truncated_tail,0.7073170731707317,151,0.004654895666131621,tail,0.0,0.23522726377905764,3.0,,,,,,,,
2026-04-09T16:26:19.618707,truncated_head_tail,0.8292682926829268,197,0.0041990860812646654,head_tail,0.0,0.2844808841937603,4.0,,,,,,,,
2026-04-09T16:27:25.584723,topk,0.8292682926829268,166,0.00499412455934195,,0.0,0.27028850873932353,,3.0,1.0,semantic,,,,,
2026-04-09T16:28:28.626885,topk,0.8048780487804879,166,0.004822446295484437,,0.0,0.2699821163455108,,3.0,0.5,hybrid,,,,,
2026-04-09T16:29:31.868323,sliding_window,0.8292682926829268,179,0.004609544468546637,,0.0,0.2820878402458383,,,,,3.0,1.0,2.0,,
2026-04-09T16:30:34.747236,keyword,0.8292682926829268,188,0.004388795662837227,,0.0,0.28464680422030747,,,,,,,,10.0,1.0
